0.0086751,-0.002256,-0.0077265
-0.002256,-0.0004241,0.0004508
-0.0077265,0.0004508,0.0044032
-0.0436439,-0.0035633,0.0209433
-0.0035633,-0.000346,0.0016188
0.0209433,0.0016188,-0.009705
0.006657,0.0031418,-0.0121843
0.0031418,0.0003537,-0.0006187
-0.0121843,-0.0006187,0.0076073
-0.0994763,0.0047277,0.0471733
0.0047277,0.0002974,-0.0021526
0.0471733,-0.0021526,-0.02176
-0.0436439,0.0035633,0.0209453
0.0035633,-0.000346,-0.0016188
0.0209453,-0.0016188,-0.009705
0.0086751,0.002256,-0.0077265
0.002256,-0.0004241,-0.0004508
-0.0077265,-0.0004508,0.0044032
-0.0994763,-0.0047277,0.0471733
-0.0047277,0.0002974,0.0021526
0.0471733,0.0021526,-0.02176
0.006657,-0.0031418,-0.0121843
-0.0031418,0.0003537,0.0006187
-0.0121843,0.0006187,0.0076073
